Sample_ID,incubation,Timepoint,time,inject_volume_ul,co2_area,HS_ml,T_C,pressure_bar,delta_pressure,delta_13C,CO2_ppm,CO2_HS_ml,CO2_mmol,CO2_umol,mDIC,total_C_umol
T13-2-PP,PP,T13,504,50,64.6,100,22,1,0,264,876.3814864424114,0.08763814864424115,0.0035712007926016944,3.571200792601694,366.5242491248384,370.0954499174401
T13-3-PP,PP,T13,504,50,64.9,100,22,1,0,268.76,880.4513695063856,0.08804513695063856,0.003587785316406347,3.5877853164063467,368.2263741207742,371.81415943718054
T13-4-PP,PP,T13,504,50,65.2,100,22,1,0,265.73,884.5212525703596,0.08845212525703597,0.0036043698402109985,3.6043698402109987,369.92849911671,373.532868956921
T13-5-PP,PP,T13,504,50,63.1,100,22,1,0,248.87,856.0320711225412,0.08560320711225412,0.003488278173578435,3.488278173578435,358.01362414515944,361.50190231873785
T14-1-PE,PE,T14,552,50,63.3,100,22,1,0,158.68,858.7453264985239,0.0858745326498524,0.0034993345227815366,3.4993345227815364,358.2229816587977,361.72231618157923
T14-2-PE,PE,T14,552,50,65.6,100,22,1,0,158.46,889.9477633223248,0.08899477633223249,0.0036264825386172,3.6264825386172004,371.2389825721506,374.8654651107678
T14-3-PE,PE,T14,552,50,62,100,22,1,0,153.98,841.1091665546363,0.08411091665546364,0.0034274682529613783,3.4274682529613782,350.8661115773374,354.29357983029877
T14-4-PE,PE,T14,552,50,65.1,100,22,1,0,156.27,883.1646248823681,0.08831646248823681,0.003598841665609447,3.5988416656094473,368.40941715620426,372.0082588218137
T14-5-PE,PE,T14,552,50,63.5,100,22,1,0,157.82,861.4585818745066,0.08614585818745067,0.003510390871984638,3.510390871984638,359.35480782517624,362.86519869716085
T14-1-PP,PP,T14,552,50,67.8,100,22,1,0,267.87,919.7935724581346,0.09197935724581346,0.003748102379851314,3.7481023798513142,370.300651081079,374.04875346093036
T14-2-PP,PP,T14,552,50,66.1,100,22,1,0,263.6,896.7309017622816,0.08967309017622817,0.0036541234116249533,3.6541234116249535,361.01582649645013,364.66994990807507
T14-3-PP,PP,T14,552,50,67.3,100,22,1,0,265.9,913.0104340181779,0.09130104340181779,0.0037204615068435606,3.7204615068435607,367.569820320894,371.29028182773754
T14-4-PP,PP,T14,552,50,67.5,100,22,1,0,266.37,915.7236893941606,0.09157236893941606,0.003731517856046662,3.731517856046662,368.66215262496803,372.3936704810147
T14-5-PP,PP,T14,552,50,68.8,100,22,1,0,249.6,933.3598493380481,0.09333598493380481,0.00380338412586682,3.80338412586682,375.76231260144885,379.5656967273157
T15-1-PE,PE,T15,600,50,68.8,100,22,1,0,159.63,933.3598493380481,0.09333598493380481,0.00380338412586682,3.80338412586682,376.28748668760227,380.0908708134691
T15-2-PE,PE,T15,600,50,69.7,100,22,1,0,162.42,945.5694985299702,0.09455694985299704,0.003853137697280776,3.853137697280776,381.2098520657832,385.06298976306397
T15-3-PE,PE,T15,600,50,65.7,100,22,1,0,158.93,891.3043910103163,0.08913043910103163,0.003632010713218751,3.6320107132187514,359.33267260720163,362.96468332042036
T15-4-PE,PE,T15,600,50,72.3,100,22,1,0,156.19,980.8418184177452,0.09808418184177453,0.003996870236921091,3.9968702369210907,395.43001871386105,399.42688895078214
T15-5-PE,PE,T15,600,50,69.3,100,22,1,0,156.55,940.1429877780048,0.09401429877780049,0.003831024998874573,3.831024998874573,379.022134119925,382.85315911879957
T15-1-PP,PP,T15,600,50,71.2,100,22,1,0,268.26,965.9189138498405,0.09659189138498406,0.003936060316304035,3.936060316304035,374.8578692007399,378.7939295170439
T15-2-PP,PP,T15,600,50,74,100,22,1,0,260.95,1003.9044891135983,0.10039044891135983,0.004090849205147452,4.090849205147451,389.59947079852174,393.69032000366917
